Stop Code,Stop Name_x,Latitude,Longitude,Status,FID,ASSETID,stop_lat,stop_lon,stop_name,Stop_Site,Street_Nam,AADT,AvgWeekday,AvgWeekd_1,Bus_Loadin,Concrete_R,County,Edge_of_Pa,Is_Active_,Is_Active1,Is_Activ_1,Is_Activ_2,Is_Activ_3,Agency,MicroTrans,Shared_Rou,Shelter_QT,Shelter_Ty,ShelterCol,Signal_Typ,Timepoint,ADA,Area_Light,BenchColor,Bike_Lane_,Bike_Parki,Bike_Par_1,Bus_Stop_L,Real_Time_,Seating_QT,Seating_Ty,Site_Shade,Trash_Can_,Waiting_Ar,Crosswalk_,Crosswalk1,Crosswal_1,Landing_Lo,Landing_Ma,Landing_Pa,Landing_Ty,Sidewalk_C,Sidewalk_1,Sidewalk_2,Sidewalk_O,Sidewalk_T,STATUS,LIFECYCLES,ENCROACHME,IMPROVEMEN,DOCUMENTFO,bus_stop_visible_2026,visibility_confidence_2026,stop_surface_2026,landing_type_2026,sidewalk_connection_2026,landing_pad,shelter_n_2026,bench_n_2026,trash_can_n_2026,street_lighting_2026,notes_2026,Stop Name_y,Avg Daily Total On,Avg Daily Total Off,Avg Daily Total Activity,Complaints_n_2026,ridership_score,complaint_score,amenity_score,condition_score,roadway_score,context_score,cleaning_priority_score,recommended_tier,recommended_frequency,recommended_cleaning_level,review_flag,abc_comparison
5450,Meriwether Dr at Oxford Ct,36.038614,-78.890029,Active,1058.0,STOP10791,36.038614,-78.890029,   Meriwether Dr at Carver Pond Apts,Near_Side,Meriweather,0.0,1.0,0.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,"9, 9A, 9B",0.0,, ,, ,,, , ,0.0,,Pole,No,0.0,,Trees_Fair,,,,,,Curb_Height,Grass,,Unpaved,,,,,, ,, , , ,Yes,0.9,Concrete,Paved,,,0.0,0.0,0.0,No,The bus stop features a concrete landing pad and a sign post (with the sign turned edge-on to the camera). There is no sidewalk on this side of the street.,Meriwether Dr at Oxford Ct,0.5,4.7,5.1,,1,0,0,0,0,0,1,Low,Monthly,Basic,,Needs current A/B/C category
5451,Olympic Ave at Roxboro Rd,36.036787,-78.896935,Active,1298.0,STOP10864,36.036787,-78.896935,   Olympic Ave at Roxboro Rd,Near_Side,Olympic Ave,0.0,0.0,0.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,"9, 9A",0.0,, ,Traffic_Ped_Crossing, ,,Fair, , ,0.0,,,No,0.0,,,,Poor,Poor,Within_100_FT,Marked,Curb_Height,Grass,,Unpaved,,,,,, ,, , , ,,,,,,,,,,,,Olympic Ave at Roxboro Rd,55.5,19.8,75.3,,4,0,0,2,0,0,6,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
5453,Cornwallis Rd at Fayetteville Rd,35.9602773,-78.9114336,Active,273.0,STOP10747,35.960255,-78.911443,   Cornwallis Rd at Fayetteville Rd,Far_Side,Cornwallis,7400.0,7.0,8.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,7,0.0,, ,Traffic_Ped_Crossing, ,No_SidewalkWithStrip,Poor, , ,0.0,,,No,0.0,,,,Poor,Poor,Within_Sight,Marked,Curb_Height,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Fair,Both,Both,,Concrete, ,, , , ,Yes,1.0,Concrete,Paved,Yes,One_door,0.0,0.0,1.0,No,"The bus stop is clearly visible on a concrete landing pad connected to the sidewalk. It features a trash can and a bike rack, but no bench or shelter is present.",Cornwallis Rd at Fayetteville Rd,20.2,10.9,31.0,,2,0,3,0,0,0,5,Low,Monthly,Basic,,Needs current A/B/C category
5456,Shannon Rd at Martin Luther King Jr Pkwy (South Square Townhomes),35.962639,-78.956324,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shannon Rd at Martin Luther King Jr Pkwy,2.9,1.0,3.9,,1,0,0,0,0,0,1,Low,Monthly,Basic,,Needs current A/B/C category
5460,Erwin Rd at LaSalle St (EB),36.007986,-78.945586,Active,533.0,STOP10873,36.00798,-78.945586,   Erwin Rd at LaSalle St (EB),Far_Side,Erwin,15000.0,7.0,9.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,Yes, , , , ,"11, 11B, 20, 400",0.0,, ,Traffic_Ped_Crossing, ,No_SidewalkAbuts,Good, , ,0.0,,,No,0.0,,,,Fair,Fair,Within_100_FT,Marked,Curb_Height,Concrete,Other,Paved,Fair,Both,Both,,Concrete, ,, , , ,Yes,0.9,Concrete,Paved,Yes,Two_doors,0.0,0.0,0.0,Yes,The bus stop sign is visible on a metal pole next to the waiting passenger. The stop is located on a continuous concrete sidewalk with street lighting nearby.,Erwin Rd at LaSalle St (EB),45.9,20.9,66.8,1.0,3,2,0,0,0,0,5,Low,Monthly,Basic,,Needs current A/B/C category
5463,Fayetteville Rd at Obie Dr (SB),35.926656,-78.92316,Active,571.0,STOP10263,35.926656,-78.92316,   Fayetteville Rd at Obie Dr (SB),Midblock,Fayetteville,15500.0,4.0,3.0,Traffic_Lane,No,Durham,Open_Section,Yes, ,No, , ,GoDurham, ,5,0.0,, ,, ,,Fair, , ,0.0,,,No,0.0,,Trees_Fair,,,,,,Level_with_Roadway,Grass,,Unpaved,,,,,, ,, , , ,Yes,1.0,Grass,Unpaved,No,,0.0,0.0,0.0,No,Bus stop sign is visible on a metal post in the left view. The stop is located on an unpaved grassy/wooded shoulder with no sidewalk or landing pad.,Fayetteville Rd at Obie Dr (SB),1.8,3.4,5.2,,1,0,0,4,1,0,6,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
5464,Morehead Ave at Vickers Ave (EB),35.991578,-78.912047,Active,1095.0,STOP10264,35.991578,-78.912047,   Morehead Ave at Vickers Ave (EB),Near_Side,Morehead Ave,2700.0,2.0,0.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,"10, 10B",0.0,, ,Traffic_Only, ,No_SidewalkWithStrip,Poor, , ,0.0,,,No,0.0,,Trees_Good,,,,Within_100_FT,Unmarked,Curb_Height,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Poor,Both,Both,Tree,Concrete, ,, , , ,Yes,0.9,Concrete,Paved,Yes,Two_doors,0.0,0.0,0.0,No,"The bus stop sign is visible on a metal post next to the concrete sidewalk, adjacent to the white minivan.",Morehead Ave at Vickers Ave (EB),2.2,1.5,3.7,,1,0,0,0,0,0,1,Low,Monthly,Basic,,Needs current A/B/C category
5465,Broad St at Markham Ave (NB),36.01058,-78.91947,Active,148.0,STOP10265,36.01058,-78.91947,   Broad St at Markham Ave (NB),Far_Side,Broad,12500.0,24.0,9.0,Other,No,Durham,Rolled_Curb,Yes, ,No, , ,GoDurham, ,"11, 11B",1.0,Techline,Black,Traffic_Ped_Crossing,GoDurham Timepoint,No_SidewalkWithStrip,Good,Black, ,0.0,,Shelter,No,3.0,Bench_Permanent,,Concrete,Good,Good,Within_100_FT,Marked,Curb_Height,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Poor,Both,Both,,Concrete, ,, , , ,Yes,1.0,Concrete,Unpaved_Grass_Strip_And_Sidewalk,No,,1.0,1.0,0.0,Yes,A bus stop shelter with a bench is visible behind a white pickup truck. The shelter is situated on a sidewalk separated from the curb by a grass strip.,Broad St at Markham Ave (NB),31.0,49.9,80.9,,4,0,4,2,0,0,10,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
5466,Roxboro Rd at Argonne Dr (Northern High School),36.0634339,-78.9041156,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roxboro Rd at Argonne Dr (Northern High,1.8,1.9,3.7,,1,0,0,0,0,2,3,Low,Monthly,Basic,,Needs current A/B/C category
5468,Hillsborough Rd at LaSalle St,36.0197,-78.94693,Active,789.0,STOP10267,36.0197,-78.94693,   Hillsborough Rd at LaSalle St (Auto Zone),Midblock,Hillsborough,23000.0,36.0,13.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,11,0.0,, ,Traffic_Ped_Crossing, ,Yes_Two_Doors,Fair,Blue, ,0.0,,Pole,No,3.0,Bench_Permanent,,Metal,Fair,Fair,Within_Sight,Marked,Curb_Height,Concrete,Yes_Two_Doors,Paved,Fair,Both,Both,,Concrete, ,, , , ,Yes,1.0,Grass,Unpaved_Grass_Strip_And_Sidewalk,No,,0.0,1.0,1.0,Yes,"The bus stop is visible with a sign, a blue bench, and a trash can on the sidewalk. There is a grass strip between the sidewalk and the curb, meaning passengers must cross grass to board the bus.",Hillsborough Rd at LaSalle St (Auto Zone,18.1,59.5,77.6,3.0,4,3,4,3,2,0,16,High,Weekly,Enhanced,,Needs current A/B/C category
5471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erwin Rd at Lenox Baker Childrens Hospi,0.0,0.0,0.0,,0,0,0,0,0,0,0,Low,Monthly,Basic,,Needs current A/B/C category
5472,Old Oxford Rd at Dearborn Dr (EB),36.037234,-78.886362,Active,1294.0,STOP10824,36.037234,-78.886362,   Old Oxford Rd at Dearborn Dr (EB),Midblock,Old Oxford,8800.0,0.0,0.0,Traffic_Lane,No,Durham,Open_Section,Yes, ,No, , ,GoDurham, ,9 9a 9b,0.0,, ,, ,,Fair, , ,0.0,,,No,0.0,,Trees_Fair,,,,,,Level_with_Roadway,Grass,,Unpaved,,,,,, ,, , , ,Yes,1.0,Grass,Unpaved,No,,0.0,0.0,0.0,No,"The bus stop sign is clearly visible on a metal post. The boarding area is unpaved grass/dirt covered in leaves, with no sidewalk connection or landing pad.",Old Oxford Rd at Dearborn Dr (EB),1.1,1.7,2.7,,1,0,0,4,0,0,5,Low,Monthly,Basic,,Needs current A/B/C category
5473,Old Oxford Rd at Dearborn Dr (WB),36.038273,-78.885425,Active,1295.0,STOP10013,36.038273,-78.885425,   Old Oxford Rd at Dearborn Dr (WB),Far_Side,Old Oxford,8800.0,9.0,0.0,Traffic_Lane,No,Durham,Open_Section,Yes, ,No, , ,GoDurham, ,9 9A 9B,0.0,, ,Traffic_Only, ,,Fair, , ,0.0,,Pole,No,0.0,,Trees_Fair,,,,,,Level_with_Roadway,Dirt,,Unpaved,Poor,One,One,Other,Concrete, ,, , , ,,,,,,,,,,,,Old Oxford Rd at Dearborn Dr (WB),21.7,35.9,57.6,,3,0,0,2,0,0,5,Low,Monthly,Basic,,Needs current A/B/C category
5475,Club Blvd at Stephenson St,36.021567,-78.88255,Active,257.0,STOP10844,36.021567,-78.88255,   Club Blvd at Stephenson St,Near_Side,E Club Blvd,9000.0,0.0,0.0,Traffic_Lane,No,Durham,Open_Section,Yes, ,No, , ,GoDurham, ,9 9A 9B,0.0,, ,, ,,Poor, , ,0.0,,,No,0.0,,Trees_Fair,,,,,,Below_Grade,Dirt,,Unpaved,,,,,, ,, , , ,,,,,,,,,,,,Club Blvd at Stephenson St,3.6,0.3,3.9,,1,0,0,2,0,0,3,Low,Monthly,Basic,,Needs current A/B/C category
5477,Ross Rd at Charlestowne Apts,35.99243,-78.84488,Active,1409.0,STOP10269,35.99243,-78.84488,   Ross Rd at Charlestowne Apts,Midblock,Ross,2800.0,1.0,2.0,Traffic_Lane,No,Durham,Open_Section,Yes, ,No, , ,GoDurham, ,3B,0.0,, ,, ,,Poor, , ,0.0,,,No,0.0,,Trees_Good,,,,,,Level_with_Roadway,Grass,,Unpaved,,,,,, ,, , , ,Yes,0.9,Grass,Unpaved,No,,0.0,0.0,0.0,No,The bus stop sign is visible on a metal post on the grassy shoulder. There is no sidewalk connection or paved landing pad.,Ross Rd at Charlestowne Apts,4.6,4.5,9.1,,1,0,0,4,0,0,5,Low,Monthly,Basic,,Needs current A/B/C category
5478,Club Blvd at Dearborn Dr,36.027159,-78.870647,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1.0,Grass,Unpaved,No,,0.0,0.0,0.0,No,The bus stop sign is located on a grassy shoulder with no sidewalk connection or paved landing pad.,Club Blvd at Dearborn Dr,21.5,12.7,34.2,,2,0,0,4,0,0,6,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
5479,Cornwallis Rd at Weaver St,35.9626,-78.916008,Active,282.0,STOP10749,35.9626,-78.916008,   Cornwallis Rd at Weaver St,Near_Side,Cornwallis,7400.0,6.0,18.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,7,0.0,, ,, ,No_SidewalkWithStrip,Poor, , ,0.0,,,No,0.0,,Trees_Good,Metal,Poor,Poor,Within_100_FT,Marked,Curb_Height,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Poor,Both,Both,Mud,Concrete, ,, , , ,Yes,1.0,Concrete,Unpaved_Grass_Strip_And_Sidewalk,Yes,,0.0,0.0,0.0,No,The bus stop sign is mounted on a metal post in the grass strip between the curb and the concrete sidewalk.,Cornwallis Rd at Weaver St,19.6,8.5,28.2,,2,0,0,1,0,0,3,Low,Monthly,Basic,,Needs current A/B/C category
5480,Flowers Dr at Duke Gardens (NB),36.001234,-78.936286,Active,619.0,STOP10934,36.00123443,-78.93628587,   Flowers Dr at Duke Gardens (NB),Midblock,Flowers Dr,0.0,56.0,6.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,"6, H5",0.0,, ,, ,No_SidewalkAbuts,Good, , ,0.0,,,No,0.0,,Trees_Good,Metal,Good,Good,Within_100_FT,Marked,Curb_Height,Concrete,Other,Paved,Good,One,One,,Concrete, ,, , , ,,,,,,,,,,,,Flowers Dr at Duke Gardens (NB),10.9,32.2,43.0,1.0,3,2,0,0,0,0,5,Low,Monthly,Basic,,Needs current A/B/C category
5481,Roxboro Rd at Davidson Ave (NB),36.01932,-78.88985,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1.0,Grass,Unpaved,No,,0.0,1.0,1.0,Yes,"The bus stop is visible in the center view, featuring a blue bench and a black trash can on a grass shoulder. There is no sidewalk or paved landing pad at this location.",Roxboro Rd at Davidson Ave (NB),24.1,17.1,41.2,,3,0,4,4,0,0,11,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
5482,Roxboro Rd at Lynch St,36.00713,-78.89235,Active,1439.0,STOP10271,36.00713,-78.89235,   Roxboro Rd at Lynch St,Near_Side,Roxboro,9200.0,2.0,1.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,4,0.0,, ,, ,No_SidewalkWithStrip,Poor, , ,0.0,,,No,0.0,,Trees_Fair,,Good,Good,Within_100_FT,Marked,Curb_Height,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Poor,Both,Both,,Concrete, ,, , , ,Yes,1.0,Concrete,Unpaved_Grass_Strip_And_Sidewalk,Yes,,0.0,0.0,0.0,Yes,The bus stop sign is mounted on the street sign pole at the corner of N Roxboro Rd and E Lynch St. The stop has a concrete sidewalk but is separated from the curb by a grass strip.,Roxboro Rd at Lynch St,6.4,11.5,17.9,,2,0,0,1,0,0,3,Low,Monthly,Basic,,Needs current A/B/C category
5484,Duke University Rd at Underwood Ave (WB),35.996844,-78.922128,Active,377.0,STOP10892,35.996844,-78.922128,   Duke University Rd at Underwood Ave (WB),Midblock,Duke University,10500.0,34.0,14.0,Shoulder,No,Durham,Granite_Curb,Yes, ,No, , ,GoDurham, ,6,1.0,Current,Black,, ,Yes_Two_Doors,Good,Black, ,3.0,U,Shelter,No,2.0,Bench_Permanent,Trees_Good,Metal,Good,Good,Within_100_FT,Marked,Curb_Height,Concrete,Yes_Two_Doors,Paved,Good,Both,Both,,Concrete, ,, , , ,Yes,1.0,Concrete,Paved,Yes,Two_doors,1.0,1.0,1.0,No,"The bus stop is clearly visible in the right view, featuring a shelter with an internal bench, a trash can, and a bus stop sign on a pole, all situated on a continuous concrete sidewalk.",Duke University Rd at Underwood Ave (WB),14.5,23.4,37.9,,3,0,7,0,0,2,12,High,Weekly,Enhanced,,Needs current A/B/C category
5489,Dearborn Dr at Wiley Ave,36.029217,-78.870369,Active,314.0,STOP10272,36.02921723,-78.87036896,   Dearborn Dr at Wiley Ave,Far_Side,Dearborn,9700.0,1.0,0.0,Traffic_Lane,No,Durham,Open_Section,No, ,No, , , , ,9 9A 9B,0.0,, ,, ,,Fair, , ,0.0,,,No,0.0,,Trees_Fair,,,,,,Below_Grade,Grass,,Unpaved,,,,,, ,, , , ,,,,,,,,,,,,Dearborn Dr at Wiley Ave,3.3,4.7,7.9,1.0,1,2,0,2,0,0,5,Low,Monthly,Basic,,Needs current A/B/C category
5490,Chapel Hill Rd at Ward St,35.983177,-78.930668,Active,221.0,STOP10273,35.983177,-78.930668,   Chapel Hill Rd at Ward St,Near_Side,Chapel Hill Rd,7700.0,2.0,5.0,Other,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,"10, 10B",0.0,, ,, ,No_SidewalkWithStrip,Poor, , ,0.0,,,Yes,0.0,,Trees_Fair,Concrete,Good,Good,Within_100_FT,Marked,Curb_Height,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Fair,Both,Both,Mud,Concrete, ,, , , ,Yes,0.9,Grass,Unpaved,No,,0.0,0.0,1.0,No,"The bus stop is visible on the right side of the road, marked by a pole with a solar panel on top and a concrete trash can next to it. The boarding area is unpaved grass/dirt with no sidewalk connection or landing pad.",Chapel Hill Rd at Ward St,11.1,3.0,14.1,1.0,1,2,3,4,0,0,10,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
5492,Dearborn Dr at Cannada Ave (NB),36.038636,-78.882398,Active,301.0,STOP10788,36.038636,-78.882398,   Dearborn Dr at Cannada Ave (NB),Midblock,Dearborn,7600.0,1.0,0.0,Traffic_Lane,No,Durham,Open_Section,Yes, ,No, , ,GoDurham, ,9 9A 9B,0.0,, ,, ,,Fair, , ,0.0,,Pole,No,0.0,,Trees_Fair,,,,,,Below_Grade,Grass,,Unpaved,,,,,, ,, , , ,,,,,,,,,,,,Dearborn Dr at Cannada Ave (NB),2.8,6.4,9.3,,1,0,0,2,0,0,3,Low,Monthly,Basic,,Needs current A/B/C category
5495,W Club Blvd at Clarendon St,36.017198,-78.918167,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1.0,Concrete,Unpaved_Grass_Strip_And_Sidewalk,Yes,,0.0,0.0,1.0,Yes,"The bus stop is visible with a sign mounted on a black light pole. The boarding area consists of a concrete sidewalk separated from the curb by a grass strip. A trash can and a bike rack are present near the stop, but there is no bench or shelter.",W Club Blvd at Clarendon St,4.2,6.5,10.7,,1,0,3,1,0,0,5,Low,Monthly,Basic,,Needs current A/B/C category
5496,Dearborn Dr at Maplewood Dr (north),36.034678,-78.86792,Active,304.0,STOP10785,36.03467822,-78.86792002,   Dearborn Dr at Maplewood Dr (north),Near_Side,Dearborn,9700.0,0.0,0.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,9 9A 9B,0.0,, ,, ,,Fair, , ,0.0,,Pole,No,0.0,,,,,,,,Curb_Height,Grass,,Unpaved,,,,,, ,, , , ,Yes,1.0,Grass,Unpaved,No,,0.0,0.0,0.0,No,"The bus stop sign is clearly visible on a metal post in a grassy area next to the curb. There is no paved landing pad, sidewalk connection, shelter, bench, or trash can present.",Dearborn Dr at Maplewood Dr (north),0.6,3.2,3.8,,1,0,0,4,0,0,5,Low,Monthly,Basic,,Needs current A/B/C category
5497,Roxboro St at Erie St (CC Spaulding Elementary),35.9786517,-78.906386,Active,1461.0,STOP10275,35.978624,-78.906447,   Roxboro St at Erie St (CC Spaulding Elementary),Near_Side,Roxboro,5900.0,3.0,9.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,"7, 8",0.0,, ,, ,Yes_Two_Doors,Good,Blue, ,0.0,,Pole,No,2.0,Simme_Seat_Light,,,Good,Good,Within_100_FT,Marked,Curb_Height,Concrete,Yes_Two_Doors,Paved,Good,Both,Both,,Concrete, ,, , , ,Yes,1.0,Concrete,Paved,Yes,Two_doors,0.0,1.0,0.0,Yes,The bus stop is located on a concrete sidewalk and features a Simme-Seat (a pole-mounted double seat with an integrated solar light).,Roxboro St at Erie St (CC Spaulding Elem,10.6,3.5,14.2,,1,0,1,0,0,0,2,Low,Monthly,Basic,,Needs current A/B/C category
5498,Holloway St at Guthrie Ave (EB),35.99414,-78.87553,Active,864.0,STOP10276,35.994147,-78.875505,   Holloway St at Guthrie Ave (EB),Near_Side,Holloway,7500.0,24.0,3.0,Traffic_Lane,No,Durham,Granite_Curb,Yes, ,No, , ,GoDurham, ,"3, 3B, 3C",0.0,, ,Traffic_Only, ,Yes_Two_Doors,Poor, , ,0.0,,Pole,No,0.0,,,,Fair,Fair,Within_100_FT,Marked,Curb_Height,Concrete,Yes_Two_Doors,Paved,Good,Both,Both,,Concrete, ,, , , ,Yes,1.0,Concrete,Unpaved_Grass_Strip_And_Sidewalk,Yes,,0.0,1.0,0.0,No,The bus stop is marked by a sign on a metal post next to a utility pole. There is a concrete sidewalk with a grass strip separating it from the curb. A wooden bench is located further down the sidewalk.,Holloway St at Guthrie Ave (EB),18.4,48.3,66.6,,3,0,1,1,0,0,5,Low,Monthly,Basic,,Needs current A/B/C category
5499,Meriwether Dr at Pickwick Trail (NB),36.041873,-78.889813,Active,1063.0,STOP10792,36.041873,-78.889813,   Meriwether Dr at Pickwick Trail (NB),Near_Side,Meriweather,0.0,5.0,1.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,"9, 9A, 9B",1.0,Techline,Black,,GoDurham Timepoint,No_SingleDoor,Fair,Black, ,0.0,,,No,3.0,Bench_Permanent,Trees_Fair,Metal,Good,Good,Within_100_FT,Marked,Curb_Height,Concrete,Yes_Single_Door,Paved,Excellent,One,One,,Concrete, ,, , , ,Yes,1.0,Concrete,Paved,Yes,Two_doors,1.0,1.0,1.0,No,"The bus stop features a shelter with an integrated bench, a trash can, and a concrete landing pad connected to the sidewalk.",Meriwether Dr at Pickwick Trail (NB),6.3,23.2,29.5,,2,0,7,0,0,0,9,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
5501,Chapel Hill Rd at Chapel Ridge Apts,35.984739,-78.929553,Active,192.0,STOP10280,35.984739,-78.929553,   Chapel Hill Rd at Chapel Ridge Apts,Near_Side,Chapel Hill Rd,7700.0,9.0,2.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,"10, 10B",0.0,, ,, ,No_SidewalkWithStrip,Poor, , ,0.0,,Pole,No,0.0,,Trees_Good,,Good,Good,Within_100_FT,Marked,Curb_Height,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Poor,Both,Both,Tree,Concrete, ,, , , ,Yes,0.9,Concrete,Unpaved_Grass_Strip_And_Sidewalk,No,,0.0,0.0,0.0,No,The bus stop sign is visible further down the sidewalk on a metal post in the right view. There is a concrete sidewalk separated from the curb by a grass strip.,Chapel Hill Rd at Chapel Ridge Apts,1.8,9.6,11.4,,1,0,0,2,0,0,3,Low,Monthly,Basic,,Needs current A/B/C category
5503,North Pointe Dr at Red Roof Inn (EB),36.03029,-78.923029,Active,1260.0,STOP10925,36.03028998,-78.92302906,   North Pointe Dr at Red Roof Inn (EB),Near_Side,North Pointe,0.0,1.0,9.0,Other,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,1,0.0,, ,, ,No_SidewalkWithStrip,Fair, , ,0.0,,Pole,No,0.0,,,,,,,,Curb_Height,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Good,One,One,,Concrete, ,, , , ,Yes,0.9,Concrete,Paved,Yes,Two_doors,0.0,0.0,0.0,Yes,The bus stop sign is mounted on the green light pole next to the concrete sidewalk.,North Pointe Dr at Red Roof Inn (EB),10.6,4.6,15.2,,2,0,0,0,0,0,2,Low,Monthly,Basic,,Needs current A/B/C category
5505,Holloway St at Alston Ave (Long Meadow Park) (WB),35.994552,-78.884742,Active,850.0,STOP10281,35.994552,-78.884742,   Holloway St at Alston Ave (WB),Far_Side,Holloway,4900.0,19.0,13.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,"3, 3B, 3C",0.0,, ,Traffic_Ped_Crossing, ,No_SidewalkAbuts,Poor, , ,0.0,,,No,2.0,Simme_Seat,Trees_Fair,Concrete,Fair,Fair,Within_Sight,Marked,Curb_Height,Concrete,Other,Paved,Good,Both,Both,,Concrete, ,, , , ,Yes,1.0,Concrete,Paved,Yes,Two_doors,0.0,1.0,0.0,No,"The bus stop features a signpost, a concrete sidewalk, a safety railing, and a blue bench located behind the railing.",Holloway St at Alston Ave (WB),26.4,37.3,63.7,,3,0,1,0,0,0,4,Low,Monthly,Basic,,Needs current A/B/C category
5506,Lawson St at DTCC Library (WB),35.974428,-78.882757,Active,967.0,STOP10282,35.974428,-78.882757,   Lawson St at DTCC Library (WB),Near_Side,Lawson,8600.0,0.0,6.0,Other,No,Durham,Other,Yes, ,No, , ,GoDurham, ,8,0.0,, ,, ,No_SidewalkWithStrip,Poor, , ,0.0,,Pole,No,0.0,,,,Fair,Fair,Within_100_FT,Marked,Curb_Height,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Good,Both,Both,,Concrete, ,, , , ,Yes,0.9,Concrete,Unpaved_Grass_Strip_And_Sidewalk,Yes,,0.0,0.0,0.0,No,The bus stop is marked by a yellow blade sign on a metal post. The boarding area consists of a concrete sidewalk separated from the curb by a grass strip.,Lawson St at DTCC Library (WB),1.4,0.3,1.6,,1,0,0,1,0,0,2,Low,Monthly,Basic,,Needs current A/B/C category
5507,Chapel Hill St at Gregson St (WB),35.997049,-78.909564,Active,236.0,STOP10887,35.997049,-78.909564,   Chapel Hill St at Gregson St (WB),Midblock,Chapel Hill,10500.0,1.0,21.0,Other,No,Durham,Granite_Curb,Yes, ,Yes, , , , ,"6, 400, 405",0.0,, ,Traffic_Ped_Crossing, ,No_SidewalkWithStrip,Fair, , ,0.0,,Pole,No,0.0,,Trees_Fair,Concrete,Fair,Fair,Within_100_FT,Marked,Curb_Height,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Good,Both,Both,,Concrete, ,, , , ,Yes,0.9,Concrete,Unpaved_Grass_Strip_And_Sidewalk,Yes,,0.0,1.0,1.0,No,"The bus stop is located in front of the Duke Memorial United Methodist Church. It features a bus stop sign, a bench, and a trash can. There is a concrete sidewalk, but it is separated from the curb by a narrow grass strip.",Chapel Hill St at Gregson St (WB),19.7,2.5,22.2,,2,0,4,1,0,0,7,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
